dat_ref,age,income,credit_score,loan_amount,interest_rate,debt_to_income,employment_status,loan_purpose,home_ownership,prediction,prediction_score,target
2025-09-01,51.297005,131624.4,671.3981,20065.584,7.852361,0.42645386,employed,business,mortgage,1,0.38884792,1
2025-09-01,33.46746,82221.45,730.7234,19947.75,5.493516,0.47646007,self_employed,home,mortgage,0,0.30138683,0
2025-09-01,49.80969,65289.375,817.9678,12317.272,11.233996,0.3862884,employed,auto,mortgage,0,0.16812256,0
2025-09-01,29.676294,37999.17,573.3231,27845.732,4.919136,0.43502736,employed,education,mortgage,1,0.6246753,0
2025-09-01,35.00983,94772.77,746.9035,54676.414,8.661492,0.6639381,employed,business,mortgage,1,0.56907976,1
2025-09-01,44.904484,56118.312,676.49475,1000.0,2.844712,0.42606053,unemployed,auto,mortgage,1,0.4094682,1
2025-09-01,33.99096,26811.781,604.4605,28298.695,10.67798,0.46166694,employed,personal,mortgage,0,0.25655022,1
2025-09-01,36.024517,58363.547,597.2065,34208.293,10.924045,0.37828496,employed,personal,own,0,0.14217551,0
2025-09-01,18.0,84209.63,687.9177,18158.57,5.224255,0.38570273,self_employed,home,mortgage,0,0.17598262,0
2025-09-01,52.070953,80144.97,651.14716,28720.1,12.034532,0.24802177,employed,home,own,1,0.82577795,1
2025-09-01,40.576813,105640.09,735.42236,35387.645,10.411914,0.05,employed,personal,rent,0,0.42433175,0
2025-09-01,30.65607,56502.758,828.00867,19011.045,6.3230577,0.3919727,employed,education,own,1,0.94280994,1
2025-09-01,63.99126,54879.94,726.9245,29615.734,8.146479,0.43899223,self_employed,personal,mortgage,0,0.3445511,0
2025-09-01,32.530396,66174.86,807.67914,26258.775,6.001518,0.42412585,employed,personal,own,0,0.06262331,0
2025-09-01,35.813538,54339.75,631.34015,6973.8325,7.8819118,0.4078572,employed,education,own,0,0.032251496,0
2025-09-01,30.458574,81922.42,622.5084,8866.438,14.922347,0.36000222,employed,home,mortgage,0,0.25755802,0
2025-09-01,55.24525,49676.938,648.89197,6512.2363,9.54987,0.21654177,employed,personal,mortgage,0,0.32889506,0
2025-09-01,59.20549,47276.85,695.73724,1000.0,11.5868845,0.3256063,employed,personal,mortgage,1,0.91606396,1
2025-09-01,58.006718,72931.58,607.9829,37980.48,6.1008406,0.30347896,employed,personal,mortgage,1,0.6987845,1
2025-09-01,57.89233,80741.164,708.6653,41665.11,11.663964,0.34590974,employed,auto,own,0,0.23433205,1
2025-09-01,34.83228,42478.562,687.3012,36384.52,13.432202,0.32673702,employed,personal,mortgage,0,0.17262425,0
2025-09-01,62.069145,67913.586,652.9726,29966.924,5.312137,0.263056,employed,auto,rent,0,0.047715258,0
2025-09-01,39.65274,103244.43,699.9747,16634.072,13.709741,0.24431236,employed,auto,rent,0,0.4859348,0
2025-09-01,23.488354,137822.56,692.6637,26572.77,12.416155,0.21035533,employed,personal,own,0,0.22037305,0
2025-09-01,36.8822,101385.55,742.9239,24490.326,10.496728,0.30000693,employed,personal,rent,0,0.33863217,0
2025-09-01,45.911434,65653.47,506.99072,31320.094,5.9094734,0.070717305,employed,auto,own,0,0.5178063,0
2025-09-01,34.262096,63816.082,581.36237,8610.031,13.817829,0.30835807,employed,personal,rent,0,0.48544514,0
2025-09-01,43.762768,92915.05,743.11505,31052.945,15.61729,0.46547452,self_employed,personal,rent,1,0.55903363,1
2025-09-01,48.43908,82828.08,687.9383,24256.307,13.431707,0.38260126,employed,auto,own,0,0.2489097,0
2025-09-01,46.92736,70955.1,684.85614,1000.0,8.681829,0.2537833,employed,auto,mortgage,0,0.01681648,0
2025-09-01,49.861595,26039.855,677.74365,30836.346,9.215315,0.4571398,self_employed,personal,rent,0,0.20959303,0
2025-09-01,39.83942,81376.39,651.6059,35426.61,11.507535,0.33962393,employed,personal,mortgage,0,0.09447613,0
2025-09-01,33.272602,77516.195,551.091,1000.0,2.5141077,0.15910104,employed,auto,mortgage,0,0.43117312,0
2025-09-01,24.357937,59641.44,664.2588,38207.81,8.57974,0.34898722,employed,education,rent,0,0.20177533,0
2025-09-01,40.943947,91538.336,695.75946,25651.08,6.551477,0.39059925,employed,auto,mortgage,0,0.40022567,0
2025-09-01,35.553234,93836.41,649.8342,54722.727,13.280424,0.5612004,employed,personal,rent,1,0.461744,1
2025-09-01,40.578983,39498.594,674.7486,28491.74,7.1056952,0.17588983,self_employed,personal,own,1,0.6434586,1
2025-09-01,18.0,86545.6,636.1915,20514.979,13.661083,0.2768504,employed,personal,mortgage,0,0.547468,0
2025-09-01,23.778776,107003.11,837.48773,33818.812,2.8613334,0.37843418,self_employed,personal,rent,0,0.428692,0
2025-09-01,48.11976,85221.734,673.546,10670.582,12.434823,0.37288174,employed,business,mortgage,1,0.5092456,1
2025-09-01,22.374222,91686.31,654.78754,29914.203,5.267828,0.4555893,self_employed,auto,rent,1,0.76225555,1
2025-09-01,39.719578,53126.023,669.47565,4330.3438,16.22512,0.20443757,employed,auto,rent,0,0.7217082,0
2025-09-01,32.03045,61473.344,767.04016,15615.753,7.1593566,0.23995067,employed,business,own,0,0.19584018,1
2025-09-01,31.268064,80278.9,788.07935,15213.276,2.6433718,0.38569748,employed,home,mortgage,0,0.6547883,0
2025-09-01,43.02369,79274.15,580.37524,11231.237,7.823766,0.39270008,employed,personal,own,1,0.75787866,0
2025-09-01,42.342724,40874.855,733.46533,28524.215,8.010912,0.3575732,unemployed,personal,mortgage,1,0.8581076,1
2025-09-01,48.555347,79774.914,768.16943,34504.523,7.091246,0.40493274,employed,auto,mortgage,1,0.97582436,1
2025-09-01,28.775938,77811.07,716.6278,26011.06,3.08115,0.273732,employed,personal,mortgage,0,0.47852117,0
2025-09-01,31.386518,43057.484,664.50024,36291.734,9.825598,0.2501948,employed,business,rent,0,0.40370336,0
2025-09-01,55.478767,87679.94,679.48737,38486.25,6.7013216,0.6597133,employed,auto,mortgage,1,0.71576405,1
2025-09-01,39.304413,50520.32,703.0184,6552.329,13.796466,0.05,employed,personal,mortgage,0,0.1805186,0
2025-09-01,46.39067,77424.97,643.2208,16917.031,12.997104,0.2944269,unemployed,auto,own,1,0.41887954,1
2025-09-01,36.034554,50232.113,668.04987,11967.912,11.99721,0.16584978,self_employed,auto,own,0,0.49322662,0
2025-09-01,47.462936,62873.39,765.67456,20038.703,10.08287,0.2909454,employed,education,rent,0,0.52674645,0
2025-09-01,18.0,64447.035,846.069,4605.4854,7.244567,0.37142178,employed,auto,own,1,0.7965141,1
2025-09-01,55.816826,73047.8,707.0989,15394.229,9.811415,0.4460094,self_employed,personal,mortgage,1,0.7834031,1
2025-09-01,36.53655,21830.982,737.98987,36456.613,15.293131,0.48523998,employed,personal,own,0,0.31757674,0
2025-09-01,27.012955,86045.59,752.3724,29840.12,9.893493,0.05,employed,auto,mortgage,0,0.33528626,0
2025-09-01,29.250042,99025.18,594.1098,10181.691,8.798414,0.45476845,employed,home,mortgage,0,0.4486947,0
2025-09-01,38.836945,29920.807,762.8042,7316.557,11.822945,0.5241632,employed,personal,own,0,0.13369194,0
2025-09-01,40.675255,108840.12,723.0764,43501.414,6.2669287,0.16751872,unemployed,personal,rent,1,0.49050686,1
2025-09-01,43.69432,118021.62,603.901,28931.58,7.7941637,0.2744807,employed,personal,rent,0,0.39155602,0
2025-09-01,27.688171,12000.0,722.4368,27096.6,11.499993,0.21848494,self_employed,auto,mortgage,1,0.591251,1
2025-09-01,52.454056,28995.203,580.59204,1000.0,8.608988,0.05,self_employed,home,mortgage,1,0.8356273,0
2025-09-01,35.708706,117450.76,699.72876,2751.495,7.826467,0.37495488,employed,auto,own,0,0.245767,1
2025-09-01,35.108234,55348.273,765.70215,22473.586,11.921041,0.34551528,self_employed,education,mortgage,1,0.61329156,1
2025-09-01,39.28478,40624.492,737.5722,1000.0,11.415688,0.44857803,employed,home,rent,0,0.6685473,0
2025-09-01,49.95398,87662.836,633.2786,26048.855,11.963084,0.37990552,employed,education,mortgage,1,0.64966655,0
2025-09-01,41.593193,43612.582,721.68634,1000.0,7.5044894,0.55948234,employed,auto,own,0,0.08921313,0
2025-09-01,35.491875,77576.96,739.891,27867.023,9.194759,0.16098939,employed,auto,mortgage,0,0.2912025,0
2025-09-01,38.115078,116897.58,615.17615,13240.782,9.422721,0.43891886,employed,home,rent,1,0.718788,1
2025-09-01,56.62987,24842.252,728.5246,18539.328,13.022673,0.1752822,unemployed,auto,mortgage,1,0.8440186,1
2025-09-01,54.66446,76056.664,726.23145,15641.576,8.078245,0.29466528,employed,auto,own,0,0.33875692,0
2025-09-01,46.39007,39115.43,558.55743,10978.401,14.210309,0.31733465,unemployed,auto,mortgage,0,0.2998664,0
2025-09-01,43.78331,102768.61,651.1037,41673.465,13.492599,0.36164954,employed,personal,rent,0,0.05873563,0
2025-09-01,69.76328,73982.28,664.5392,16856.367,6.6787076,0.42313722,employed,home,own,1,0.8707988,0
2025-09-01,47.562176,86586.98,629.18427,16793.639,8.4205265,0.37057826,employed,auto,own,0,0.24416086,0
2025-09-01,44.167328,62376.88,637.556,26383.36,9.323601,0.49445498,self_employed,personal,mortgage,0,0.4549084,0
2025-09-01,39.574997,107213.53,668.05786,40311.145,9.741722,0.14509155,employed,personal,mortgage,0,0.06673427,1
2025-09-01,46.281685,36496.99,706.6005,24913.875,11.069841,0.4382374,employed,personal,rent,0,0.03082338,0
2025-09-01,18.0,96699.38,771.2931,25218.748,8.815496,0.21112101,employed,personal,mortgage,0,0.22456215,0
2025-09-01,54.33259,116938.83,769.43756,28769.502,11.413713,0.21282867,employed,personal,own,1,0.7741605,1
2025-09-01,26.738771,108341.766,811.2239,54482.418,14.995099,0.25922063,self_employed,education,mortgage,0,0.2680281,0
2025-09-01,33.383053,110751.6,651.9699,25603.52,10.279937,0.43711674,self_employed,personal,own,1,0.6801901,1
2025-09-01,25.19781,56380.773,850.0,42379.7,12.557369,0.19727033,employed,personal,rent,0,0.67554086,0
2025-09-01,33.163025,82489.43,773.6131,5883.4785,12.320547,0.21324195,self_employed,auto,mortgage,0,0.39196813,0
2025-09-01,37.916096,130050.67,685.0235,15501.059,11.472716,0.39185774,employed,business,rent,1,0.7682624,1
2025-09-01,52.672215,108467.484,610.8167,30371.951,8.038575,0.25322062,employed,home,rent,1,0.41197896,0
2025-09-01,57.468777,100708.086,731.4989,49791.914,9.162943,0.13877551,employed,personal,mortgage,1,0.50203586,1
2025-09-01,65.29326,84551.01,626.1495,26116.426,9.210573,0.32742295,self_employed,home,rent,0,0.38491768,0
2025-09-01,43.226852,30719.227,720.9288,22772.6,10.03581,0.38625455,employed,personal,mortgage,1,0.421569,1
2025-09-01,39.37124,13245.193,813.2594,21663.191,9.803123,0.36745358,employed,home,own,0,0.094663285,0
2025-09-01,51.354813,99409.484,704.43024,25309.7,14.261585,0.32181764,employed,personal,mortgage,0,0.058964185,0
2025-09-01,31.750275,60059.215,705.9558,17097.316,7.701841,0.3478417,employed,home,rent,0,0.4093776,0
2025-09-01,30.409798,97085.68,697.35516,26358.48,8.819139,0.37250626,employed,home,mortgage,1,0.38872206,1
2025-09-01,37.593445,64472.883,712.0602,25203.518,8.663414,0.26407203,employed,personal,rent,0,0.45764768,0
2025-09-01,41.593903,64341.66,775.3936,14898.979,12.527499,0.30287823,employed,personal,rent,1,0.3343032,0
2025-09-01,18.0,42803.633,662.0744,15688.314,2.5,0.53704476,employed,personal,own,0,0.52443135,0
2025-09-01,54.803394,32044.781,599.14465,3291.3728,14.570256,0.3912626,employed,education,own,0,0.16575652,0
2025-09-01,44.880894,140479.47,748.71545,15030.524,12.468333,0.32542655,employed,auto,own,1,0.64367753,1
2025-09-01,51.57837,64872.77,600.39325,31152.68,10.690027,0.4036566,self_employed,auto,mortgage,0,0.50209355,0
2025-09-01,23.154165,77681.82,706.2024,24756.268,5.9012885,0.2641528,self_employed,home,rent,1,0.67811453,1
2025-09-01,34.01918,113426.1,666.7784,15238.144,7.7232795,0.41861352,employed,home,mortgage,1,0.60458386,1
2025-09-01,33.41068,110837.336,584.46405,1190.343,9.914675,0.30690008,self_employed,auto,mortgage,0,0.3396237,0
2025-09-01,39.56708,59680.004,702.998,21351.469,8.152147,0.5315449,employed,personal,rent,1,0.7162869,1
2025-09-01,41.597248,67150.63,710.24365,1000.0,11.476126,0.2550715,employed,personal,own,0,0.5405294,0
2025-09-01,52.435036,59937.086,720.2629,1000.0,6.6763883,0.3116417,employed,personal,own,0,0.45395696,0
2025-09-01,43.185112,65861.375,664.1107,16355.58,11.83851,0.36857554,employed,home,own,1,0.8418102,1
2025-09-01,33.103573,78224.43,664.70605,16435.5,15.239534,0.3150878,employed,auto,mortgage,0,0.15911287,0
2025-09-01,68.25256,79164.85,766.9429,24501.62,9.282164,0.30752066,unemployed,business,rent,0,0.19006641,0
2025-09-01,38.81317,99875.445,694.148,22973.791,11.576074,0.6878783,self_employed,auto,rent,0,0.26823115,0
2025-09-01,31.11815,54378.83,711.8827,16115.449,9.430396,0.39009577,employed,personal,rent,0,0.27924943,0
2025-09-01,19.37818,52372.594,594.3569,12944.28,9.689383,0.335713,employed,business,mortgage,0,0.48927656,0
2025-09-01,43.08492,53032.39,722.07837,24204.432,14.824437,0.2809394,self_employed,personal,rent,0,0.2174244,1
2025-09-01,50.289207,102444.29,622.6192,23021.045,3.8376539,0.2735486,employed,home,own,0,0.3899756,0
2025-09-01,28.320356,74205.086,654.4682,27958.322,13.500379,0.2824478,self_employed,home,own,0,0.08146851,0
2025-09-01,49.499886,117841.77,699.41565,34843.59,5.40235,0.23577838,employed,personal,own,0,0.22239931,0
2025-09-01,43.003693,78878.78,814.49835,27533.33,17.331663,0.27974275,unemployed,business,mortgage,0,0.5913992,0
2025-09-01,20.719572,101122.58,649.3886,20457.586,5.4113016,0.22495767,employed,home,own,0,0.5076289,0
2025-09-01,49.508232,103064.81,630.98553,15239.906,9.703187,0.33858594,self_employed,personal,mortgage,0,0.018012168,0
2025-09-01,38.819397,68454.79,850.0,19634.973,14.758745,0.39979148,employed,auto,mortgage,0,0.32499665,0
2025-09-01,28.486685,76798.14,728.8745,17045.096,12.630437,0.4472104,self_employed,home,own,1,0.84786147,1
2025-09-01,53.482815,53999.547,686.98376,32039.68,9.870001,0.30340165,employed,personal,rent,0,0.597656,0
2025-09-01,53.254383,54037.785,703.7608,4267.7812,13.391247,0.23814693,employed,education,rent,0,0.12954798,1
2025-09-01,28.22651,68262.13,688.01086,41799.066,7.376127,0.355916,self_employed,home,mortgage,1,0.47926664,1
2025-09-01,45.521446,85282.41,735.3412,24258.346,8.871684,0.40515798,employed,education,own,0,0.2734502,0
2025-09-01,44.439285,61545.93,829.40356,42523.566,8.731287,0.18897319,employed,auto,mortgage,1,0.8015585,0
2025-09-01,41.18496,70722.94,681.2742,24415.305,11.671033,0.37968943,self_employed,personal,mortgage,1,0.627577,1
2025-09-01,35.812126,46914.004,601.482,1000.0,18.913534,0.497006,employed,auto,mortgage,1,0.713512,1
2025-09-01,40.218933,95175.664,763.36505,16426.889,13.066717,0.40978387,employed,personal,own,0,0.23252715,0
2025-09-01,53.26204,46445.95,680.1976,25093.26,14.201237,0.3556678,employed,business,mortgage,0,0.5132761,0
2025-09-01,46.909813,107552.32,652.43994,22194.252,6.855129,0.45015955,self_employed,personal,own,0,0.37052295,0
2025-09-01,18.865585,53589.05,425.04114,5550.366,12.526614,0.21952164,employed,education,rent,0,0.22555454,0
2025-09-01,18.0,87462.2,735.9816,8400.762,2.5,0.29683283,employed,business,mortgage,0,0.41936803,0
2025-09-01,19.714645,67995.59,664.12555,12482.49,5.1468196,0.48053536,employed,home,own,0,0.56898,0
2025-09-01,25.701447,61526.645,700.8221,28860.1,11.289434,0.28396577,unemployed,personal,rent,1,0.6336535,1
2025-09-01,32.937946,65919.91,763.2113,31814.451,8.34201,0.4855162,self_employed,home,own,1,0.84528804,1
2025-09-01,36.56757,89180.38,746.44147,16903.287,6.1670237,0.15944359,employed,auto,own,0,0.16481066,0
2025-09-01,41.21328,45832.95,689.2292,15888.771,8.690745,0.10446275,employed,auto,mortgage,1,0.80672467,1
2025-09-01,41.59394,59890.555,684.7976,1248.8414,11.84917,0.48363963,self_employed,business,mortgage,0,0.07079843,0
2025-09-01,41.41673,134017.64,664.81274,12036.439,5.508227,0.26540357,employed,auto,own,0,0.19793384,0
2025-09-01,55.723564,129152.78,786.60333,18874.809,14.97986,0.24239367,unemployed,personal,rent,0,0.2734664,0
2025-09-01,21.87964,87639.29,694.2156,1000.0,5.2644753,0.3292028,employed,education,own,1,0.63976604,1
2025-09-01,46.007477,68544.83,644.87897,21810.775,5.2702165,0.3795673,employed,education,own,0,0.3157884,0
2025-09-01,45.949192,98458.664,740.62915,37605.715,5.131394,0.5242727,employed,auto,own,0,0.23974486,0
2025-09-01,26.847788,53671.75,612.8378,29294.78,11.776622,0.2774945,employed,personal,rent,0,0.290281,0
2025-09-01,48.405415,119077.234,646.26434,1000.0,6.687283,0.3807368,employed,auto,mortgage,0,0.2940259,0
2025-09-01,46.47086,126366.5,724.67487,7445.5264,2.5,0.40926072,employed,personal,mortgage,1,0.16542542,1
2025-09-01,41.48097,100615.33,740.74713,32319.406,10.848645,0.41444686,employed,personal,rent,0,0.18566722,0
2025-09-01,18.0,71883.81,763.096,25511.08,8.579038,0.30820557,employed,home,own,1,0.72569877,1
2025-09-01,53.565414,46351.516,682.4932,19661.422,11.678409,0.643065,self_employed,home,own,0,0.34481516,0
2025-09-01,44.72024,39476.1,654.5812,6233.05,12.262561,0.14737636,employed,auto,mortgage,0,0.5862101,0
2025-09-01,46.84294,94872.35,692.3542,25516.295,7.7813234,0.4361598,employed,home,rent,0,0.1304136,0
2025-09-01,18.0,82273.63,788.0413,8575.639,10.198955,0.14819448,self_employed,personal,mortgage,0,0.19853419,0
2025-09-01,35.621796,100460.17,733.4438,1000.0,10.12055,0.39324835,employed,personal,rent,0,0.54799986,0
2025-09-01,24.795727,86984.87,790.1039,22928.62,2.5,0.4388856,employed,home,own,1,0.6876308,1
2025-09-01,57.521065,129082.8,651.92725,51527.42,8.77559,0.4540268,unemployed,auto,mortgage,0,0.18788591,0
2025-09-01,28.73975,91042.87,668.47455,34302.406,8.891023,0.12244414,employed,education,mortgage,0,0.80394584,0
2025-09-01,59.751194,48299.38,790.8442,24814.764,7.4029613,0.25798383,employed,education,own,0,0.3513764,0
2025-09-01,53.434193,57395.016,645.4689,25454.566,16.94765,0.43314138,employed,home,own,1,0.9493501,1
2025-09-01,44.656197,115591.93,704.9149,16818.15,7.274841,0.11409878,employed,personal,own,0,0.25624985,0
2025-09-01,55.624672,79223.51,619.26447,11083.352,8.369135,0.29934818,employed,auto,rent,0,0.47730464,0
2025-09-01,30.666992,81000.836,660.16864,13037.224,10.206192,0.16749872,employed,personal,mortgage,0,0.4341689,0
2025-09-01,32.816814,36103.145,804.2185,44957.477,5.8133225,0.30007365,employed,auto,rent,0,0.047810808,0
2025-09-01,53.068344,55570.246,607.82404,1000.0,11.076089,0.27588573,employed,auto,rent,0,0.21512775,0
2025-09-01,30.72224,129502.33,716.6791,19134.717,12.954716,0.24896765,employed,education,rent,0,0.39932403,0
2025-09-01,26.0902,93363.72,631.5319,24088.527,9.789395,0.22746381,employed,auto,own,0,0.4630049,0
2025-09-01,38.144447,95778.43,803.8347,25360.244,8.45026,0.23631787,employed,personal,own,0,0.51630694,0
2025-09-01,31.414314,53136.83,778.5725,17134.332,6.44619,0.47693935,employed,personal,rent,0,0.37141156,0
2025-09-01,64.38463,46506.15,719.3722,28775.09,10.723374,0.11805486,employed,home,own,0,0.16250488,0
2025-09-01,51.304306,66409.18,758.4262,40758.527,11.821511,0.39457697,employed,personal,rent,1,0.24931413,1
2025-09-01,35.08818,83175.195,537.13837,38708.812,6.792922,0.3213698,unemployed,personal,rent,0,0.39257115,0
2025-09-01,29.983599,52827.895,714.97894,49977.055,5.7769046,0.21160032,employed,education,mortgage,1,0.46188423,1
2025-09-01,46.063972,68123.9,663.308,24237.0,10.330998,0.43600756,employed,auto,own,0,0.1264063,0
2025-09-01,56.250534,78000.19,611.1809,11848.545,7.6839294,0.28546962,unemployed,auto,rent,0,0.03503094,0
2025-09-01,45.490913,24138.049,604.4418,42923.55,12.241005,0.36340365,employed,personal,mortgage,0,0.40661737,0
2025-09-01,30.587656,90470.836,655.81464,27309.725,10.2750435,0.46863574,self_employed,auto,own,1,0.67271566,1
2025-09-01,24.759565,42740.24,793.0255,4119.3765,8.371742,0.264632,employed,auto,mortgage,1,0.56348014,1
2025-09-01,37.46292,101772.664,611.4474,45112.523,11.547799,0.28370634,employed,personal,mortgage,0,0.12797953,0
2025-09-01,45.790268,54621.23,703.1626,16906.395,10.943069,0.48846737,employed,personal,rent,1,0.9517117,1
2025-09-01,36.354183,33577.89,562.88184,6760.223,8.508203,0.2637135,self_employed,auto,mortgage,1,0.4767317,1
2025-09-01,54.092552,33694.168,850.0,23942.508,14.717082,0.30208835,self_employed,education,mortgage,0,0.4197959,0
2025-09-01,48.326073,29053.365,755.9141,9914.461,7.7036614,0.3644319,unemployed,home,mortgage,0,0.35423738,0
2025-09-01,44.848194,38245.16,628.9337,23214.941,11.420769,0.40550283,employed,auto,rent,0,0.35941502,0
2025-09-01,48.08938,56808.367,658.6267,35535.816,10.582093,0.28834203,employed,education,rent,1,0.6241298,1
2025-09-01,25.33022,98415.86,829.7563,15213.1045,10.333831,0.3397297,unemployed,auto,own,0,0.55299413,1
2025-09-01,36.02124,12000.0,800.0635,13047.484,8.553565,0.41843152,employed,personal,mortgage,0,0.4991544,0
2025-09-01,29.517035,43482.363,597.6958,21125.623,16.149342,0.30033332,unemployed,education,own,1,0.90356934,1
2025-09-01,46.612648,132064.17,796.99945,13865.219,12.907846,0.2941523,employed,personal,own,0,0.3373774,0
2025-09-01,29.699873,58298.406,701.821,1000.0,12.6370945,0.33324075,employed,personal,rent,1,0.6887083,0
2025-09-01,42.983246,86748.72,730.44214,6736.097,9.29391,0.28493917,employed,personal,mortgage,0,0.14169414,0
2025-09-01,40.025864,86330.875,724.7646,31548.188,8.112213,0.34140718,employed,education,own,0,0.19833025,0
2025-09-01,49.199905,52216.805,581.48175,18169.64,9.968144,0.08748348,employed,personal,mortgage,0,0.15506981,0
2025-09-01,27.639954,58514.656,700.94934,29323.49,8.917876,0.58846337,self_employed,home,mortgage,0,0.13388644,0
2025-09-01,47.421135,101127.99,680.3188,15129.855,9.67154,0.37948325,employed,auto,own,0,0.16612855,0
2025-09-01,29.166279,114117.74,660.4474,33854.74,12.759208,0.39335647,employed,education,mortgage,0,0.18497038,0
2025-09-01,30.428162,27744.81,726.452,11377.334,9.116001,0.36637932,employed,personal,mortgage,0,0.06355668,0
2025-09-01,40.288845,104471.95,748.17346,1719.0503,6.7274694,0.36659783,employed,auto,mortgage,1,0.7271028,1
2025-09-01,56.33196,20124.44,685.3631,25192.031,11.909151,0.25430495,self_employed,personal,mortgage,0,0.16361807,0
2025-09-01,31.90078,99251.55,607.06866,24098.848,13.065525,0.35853603,self_employed,auto,own,0,0.20854533,0
2025-09-01,20.66632,103025.89,689.52783,31282.436,2.5,0.30524194,self_employed,home,rent,0,0.31947201,0
2025-09-01,30.656706,80905.29,808.23834,25983.592,4.747453,0.2972486,employed,auto,mortgage,1,0.5969586,1
2025-09-01,37.378056,68877.67,615.27435,15775.279,13.962253,0.18353425,employed,home,mortgage,0,0.54744697,0
2025-09-01,64.42855,114641.24,550.52454,1000.0,10.811926,0.23436289,self_employed,education,own,0,0.08600837,0
2025-09-01,46.65997,58908.617,846.6659,10012.3125,8.531197,0.16574639,employed,personal,own,1,0.61455387,1
2025-09-01,32.960987,80547.91,737.37646,32816.957,7.9885926,0.36493403,employed,business,own,1,0.8429451,1
2025-09-01,40.304756,53510.445,631.011,31719.352,8.981978,0.5391057,unemployed,auto,own,1,0.63367146,1
2025-09-01,60.851624,111833.64,644.8946,14680.203,10.854349,0.44838756,employed,auto,own,0,0.89542305,0
2025-09-01,39.115486,72373.336,605.7202,32256.898,8.898697,0.12418185,employed,auto,rent,0,0.14365628,0
2025-09-01,39.259495,90968.43,841.27496,45580.08,8.672632,0.36699104,employed,home,rent,0,0.47305718,0
2025-09-01,37.134747,12000.0,808.4022,57149.906,15.648934,0.3512678,employed,home,rent,0,0.3074287,0
2025-09-01,50.35279,58908.066,645.2309,43540.508,13.661911,0.44781876,unemployed,education,own,0,0.2649288,0
2025-09-01,35.69522,48484.797,657.231,10273.585,5.263658,0.33677876,employed,personal,own,1,0.6168524,1
2025-09-01,52.467438,46633.14,769.9006,27244.434,5.592426,0.106311165,employed,personal,mortgage,0,0.14680158,0
2025-09-01,54.75325,93354.13,723.82117,28338.756,20.321884,0.25132263,employed,personal,mortgage,1,0.5128948,1
2025-09-01,49.361877,43523.684,638.1962,39751.664,7.1776705,0.51020926,employed,education,mortgage,1,0.7327144,1
2025-09-01,39.309517,72200.31,689.8123,39084.68,4.197097,0.26978785,employed,business,mortgage,1,0.58125955,1
2025-09-01,25.218376,132339.27,686.69305,38900.7,12.624379,0.35424408,unemployed,personal,own,0,0.19846182,0
2025-09-01,39.31231,69253.945,551.9069,12745.425,11.673282,0.21226573,employed,business,own,0,0.114154994,0
2025-09-01,33.977127,32596.22,647.34326,34806.76,8.568458,0.35268876,employed,home,rent,1,0.41721326,0
2025-09-01,32.651768,103413.31,657.1724,17196.72,14.26343,0.43475536,employed,auto,own,0,0.5802486,0
2025-09-01,39.127583,58757.094,675.287,15522.293,10.405668,0.30034146,self_employed,personal,mortgage,1,0.79621243,1
2025-09-01,47.750828,67133.68,609.4696,17410.035,8.631997,0.5272858,unemployed,home,own,1,0.89615923,1
2025-09-01,34.526276,33092.258,776.00507,31412.762,4.8015814,0.21978548,self_employed,auto,mortgage,0,0.36001036,0
2025-09-01,25.502253,111716.85,750.5018,52431.484,8.249235,0.1903592,employed,auto,own,1,0.37119284,1
2025-09-01,30.49504,105428.87,646.6896,43067.355,7.738448,0.37521765,employed,personal,rent,0,0.3541737,0
2025-09-01,62.28415,94037.41,793.9266,39389.36,5.4651227,0.37795493,employed,personal,own,0,0.71605766,0
2025-09-01,48.584885,112880.6,701.9659,22507.9,10.642709,0.29279453,employed,personal,rent,0,0.694555,0
2025-09-01,30.50719,85821.59,724.60596,18656.598,11.885674,0.37067908,employed,personal,mortgage,0,0.16704614,0
2025-09-01,57.468052,45277.918,742.61786,27682.963,10.68076,0.27853578,employed,personal,rent,1,0.7668204,1
2025-09-01,39.120487,43703.07,723.8645,21226.748,11.032054,0.429866,employed,education,rent,0,0.32095355,0
2025-09-01,69.33631,71334.29,724.3243,18730.037,3.2851982,0.32801902,self_employed,personal,own,0,0.42983645,0
2025-09-01,45.144627,74257.53,701.67456,23434.193,9.268466,0.2542071,self_employed,personal,rent,1,0.39648005,1
2025-09-01,48.78623,69895.5,662.1711,12398.592,11.528806,0.37794015,employed,education,mortgage,0,0.49173486,0
2025-09-01,52.047462,14898.19,637.52985,14030.965,11.429286,0.42031848,employed,auto,rent,1,0.74286616,1
2025-09-01,59.83173,80625.59,618.5676,1000.0,5.965196,0.05,employed,education,mortgage,0,0.12941617,0
2025-09-01,36.731926,32265.812,576.7545,14005.038,11.119796,0.15741648,employed,business,own,0,0.04295916,0
2025-09-01,58.794632,96185.65,781.28217,15768.669,2.5,0.117982864,employed,auto,mortgage,0,0.18643388,0
2025-09-01,34.51449,36490.23,726.68054,2306.935,15.776998,0.26388416,self_employed,personal,rent,1,0.7396526,1
2025-09-01,37.66265,99786.79,761.12415,26073.934,6.4126916,0.4002572,employed,education,rent,0,0.24190147,0
2025-09-01,42.10705,77660.266,778.9769,1000.0,13.132967,0.42908335,employed,personal,own,1,0.7413615,1
